orden_id,fecha_compra,cliente_id,region,canal,producto,cantidad,total_soles,prioridad_entrega
VEN-00754,2026-01-12 15:24:00,CLI-0293,Junin,app,Teclado,2,463.55,baja
VEN-00756,2026-01-14 00:30:00,CLI-0002,Lima,marketplace,SSD,7,2713.98,media
VEN-00725,2026-01-18 08:11:00,CLI-0209,Loreto,app,Impresora,8,1873.66,media
VEN-00730,2026-01-20 09:12:00,CLI-0138,Piura,marketplace,Mouse,6,649.6,media
VEN-00722,2026-01-23 01:19:00,CLI-0264,Junin,marketplace,Router,3,4686.44,media
VEN-00743,2026-01-23 05:26:00,CLI-0143,Cusco,web,Router,4,4994.46,media
VEN-00746,2026-01-27 02:13:00,CLI-0150,Lima,tienda,Teclado,3,2939.07,alta
VEN-00731,2026-01-27 13:22:00,CLI-0301,Piura,web,Mouse,6,2788.73,media
VEN-00737,2026-01-27 13:44:00,CLI-0181,Piura,web,Monitor,3,3371.45,alta
VEN-00729,2026-01-27 19:58:00,CLI-0003,Cusco,tienda,Laptop,3,2873.56,baja
VEN-00748,2026-01-30 17:53:00,CLI-0315,La Libertad,tienda,Mouse,3,4966.92,baja
VEN-00745,2026-02-01 04:49:00,CLI-0227,Arequipa,marketplace,Teclado,5,2164.92,alta
VEN-00736,2026-02-08 09:30:00,CLI-0116,Junin,tienda,Router,4,3500.33,alta
VEN-00751,2026-02-15 20:20:00,CLI-0302,La Libertad,tienda,SSD,5,167.43,baja
VEN-00758,2026-02-18 08:20:00,CLI-0346,Loreto,marketplace,Mouse,6,3824.57,baja
VEN-00723,2026-02-22 22:24:00,CLI-0016,Lima,app,Monitor,6,2832.93,baja
VEN-00757,2026-02-28 22:49:00,CLI-0282,Cusco,marketplace,SSD,1,2242.79,media
VEN-00735,2026-03-15 12:53:00,CLI-0066,Piura,marketplace,Monitor,7,1621.44,alta
VEN-00739,2026-03-17 17:11:00,CLI-0197,Piura,web,Monitor,7,454.66,baja
VEN-00738,2026-03-17 21:22:00,CLI-0295,Lima,tienda,Impresora,6,2190.74,alta
VEN-00750,2026-03-22 05:45:00,CLI-0304,Piura,marketplace,Mouse,4,992.87,media
VEN-00747,2026-04-01 14:33:00,CLI-0350,Loreto,app,Router,4,2182.06,media
VEN-00759,2026-04-03 09:44:00,CLI-0092,Cusco,tienda,Impresora,3,3415.4,baja
VEN-00727,2026-04-11 17:24:00,CLI-0159,Piura,app,Monitor,8,2347.08,alta
VEN-00740,2026-04-18 08:20:00,CLI-0067,Piura,tienda,Mouse,6,1164.68,baja
VEN-00734,2026-04-19 18:36:00,CLI-0210,Lima,tienda,Impresora,1,1098.56,media
VEN-00741,2026-04-19 19:20:00,CLI-0221,Lima,tienda,Router,5,3771.93,baja
VEN-00726,2026-04-29 01:55:00,CLI-0020,La Libertad,app,Mouse,7,860.17,media
VEN-00721,2026-05-08 18:35:00,CLI-0336,Arequipa,tienda,SSD,3,2900.73,media
VEN-00749,2026-05-10 06:16:00,CLI-0251,La Libertad,marketplace,Teclado,8,2875.27,baja
VEN-00753,2026-05-23 21:00:00,CLI-0183,Junin,tienda,Audifonos,5,4316.83,baja
VEN-00728,2026-05-31 01:35:00,CLI-0234,Cusco,app,Router,7,4357.62,alta
VEN-00760,2026-05-31 09:17:00,CLI-0180,Piura,marketplace,Audifonos,3,1306.29,baja
VEN-00744,2026-06-05 20:30:00,CLI-0271,Junin,app,Router,3,3858.69,alta
VEN-00752,2026-06-06 08:07:00,CLI-0210,Lima,web,Laptop,5,3838.7,baja
VEN-00732,2026-06-22 22:59:00,CLI-0191,Loreto,tienda,Monitor,8,4356.72,alta
VEN-00742,2026-06-25 21:10:00,CLI-0084,Cusco,app,Impresora,7,235.5,baja
VEN-00755,2026-06-26 08:44:00,CLI-0137,Lima,tienda,Impresora,6,1846.59,media
VEN-00640,2026-01-09 23:21:00,CLI-0179,Junin,app,SSD,4,1874.92,baja
VEN-00601,2026-01-13 00:27:00,CLI-0084,La Libertad,tienda,Laptop,1,5079.58,alta
VEN-00604,2026-01-17 02:54:00,CLI-0059,Arequipa,marketplace,Audifonos,5,5347.78,baja
VEN-00623,2026-01-31 00:14:00,CLI-0317,La Libertad,marketplace,Laptop,3,4042.5,alta
VEN-00608,2026-02-13 05:32:00,CLI-0159,Lima,marketplace,Audifonos,8,178.24,alta
VEN-00612,2026-02-18 04:42:00,CLI-0075,Piura,app,Impresora,6,357.45,alta
VEN-00605,2026-03-01 01:19:00,CLI-0253,Junin,web,Audifonos,5,4509.32,baja
VEN-00616,2026-03-04 06:20:00,CLI-0140,La Libertad,tienda,Monitor,3,3224.61,alta
VEN-00617,2026-03-08 19:39:00,CLI-0230,Arequipa,tienda,Mouse,4,3391.46,alta
VEN-00639,2026-03-13 23:12:00,CLI-0307,La Libertad,app,Mouse,5,5226.93,alta
VEN-00633,2026-03-16 15:47:00,CLI-0177,Lima,web,Monitor,1,5262.0,media
VEN-00629,2026-03-16 16:57:00,CLI-0131,Lima,web,Mouse,3,64.0,alta
VEN-00638,2026-03-26 06:23:00,CLI-0330,Cusco,web,Teclado,8,616.84,alta
VEN-00634,2026-03-31 02:32:00,CLI-0189,Cusco,app,Monitor,5,1150.95,baja
VEN-00615,2026-04-13 22:47:00,CLI-0347,Loreto,web,Teclado,6,4121.77,alta
VEN-00626,2026-04-15 17:14:00,CLI-0349,Piura,tienda,Mouse,4,4013.55,alta
VEN-00602,2026-04-18 06:08:00,CLI-0184,Arequipa,marketplace,Mouse,4,2807.21,media
VEN-00636,2026-05-02 14:17:00,CLI-0302,Loreto,app,Audifonos,6,670.86,baja
VEN-00610,2026-05-09 18:43:00,CLI-0093,Loreto,tienda,Mouse,6,3219.5,alta
VEN-00606,2026-05-10 12:23:00,CLI-0166,Lima,tienda,Audifonos,6,2215.67,alta
VEN-00624,2026-05-12 15:40:00,CLI-0192,Junin,web,Impresora,1,2414.04,baja
VEN-00628,2026-05-13 10:14:00,CLI-0006,Cusco,app,Teclado,8,1663.39,media
VEN-00635,2026-05-13 18:29:00,CLI-0293,Piura,web,Mouse,2,4192.35,alta
VEN-00621,2026-05-17 23:56:00,CLI-0278,Piura,tienda,Laptop,5,480.67,baja
VEN-00632,2026-05-23 00:42:00,CLI-0088,Lima,tienda,Monitor,5,2542.79,alta
VEN-00619,2026-05-23 15:26:00,CLI-0007,Loreto,web,Monitor,5,1192.38,media
VEN-00611,2026-05-25 22:07:00,CLI-0327,La Libertad,web,Router,6,3180.78,baja
VEN-00607,2026-05-29 17:12:00,CLI-0218,Loreto,web,Teclado,1,4831.09,media
VEN-00631,2026-05-31 10:58:00,CLI-0300,La Libertad,web,Impresora,1,1372.59,media
VEN-00622,2026-06-02 20:00:00,CLI-0335,Lima,web,Monitor,3,1614.87,alta
VEN-00614,2026-06-02 20:04:00,CLI-0026,Loreto,tienda,Teclado,7,3853.61,baja
VEN-00618,2026-06-03 19:12:00,CLI-0162,Arequipa,marketplace,SSD,2,2798.39,media
VEN-00613,2026-06-06 15:38:00,CLI-0117,Lima,marketplace,SSD,5,129.45,baja
VEN-00627,2026-06-08 06:33:00,CLI-0171,Piura,web,Mouse,7,507.77,alta
VEN-00625,2026-06-10 22:47:00,CLI-0341,Cusco,tienda,Monitor,4,200.19,alta
VEN-00609,2026-06-13 01:51:00,CLI-0324,Lima,web,Audifonos,1,4933.75,alta
VEN-00620,2026-06-21 08:14:00,CLI-0034,Junin,app,Mouse,1,1377.82,baja
VEN-00637,2026-06-24 21:23:00,CLI-0194,Arequipa,tienda,Monitor,4,5066.7,baja
VEN-00603,2026-06-27 07:52:00,CLI-0096,Piura,tienda,Monitor,7,1107.75,alta
VEN-00630,2026-06-28 03:46:00,CLI-0115,Junin,marketplace,Laptop,1,908.72,alta
VEN-00568,2026-01-09 09:29:00,CLI-0336,Cusco,marketplace,Audifonos,2,3222.94,baja
VEN-00563,2026-01-16 20:20:00,CLI-0084,Lima,app,Audifonos,6,4641.88,media
VEN-00564,2026-01-18 09:20:00,CLI-0117,Loreto,web,Audifonos,6,5361.15,alta
VEN-00598,2026-01-22 05:33:00,CLI-0324,Loreto,web,Mouse,6,2984.55,baja
VEN-00581,2026-01-26 13:48:00,CLI-0340,Cusco,tienda,Router,5,943.99,alta
VEN-00573,2026-01-29 06:53:00,CLI-0276,Lima,tienda,Router,2,152.92,media
VEN-00582,2026-02-07 06:17:00,CLI-0255,Lima,marketplace,Teclado,2,1616.72,alta
VEN-00577,2026-02-08 06:37:00,CLI-0098,Lima,app,Monitor,3,3794.24,media
VEN-00569,2026-02-10 09:30:00,CLI-0039,Lima,marketplace,Monitor,1,3495.84,baja
VEN-00580,2026-02-13 23:39:00,CLI-0325,Arequipa,marketplace,Teclado,1,2533.93,baja
VEN-00562,2026-02-15 05:12:00,CLI-0164,La Libertad,app,Router,6,1886.81,media
VEN-00571,2026-02-16 19:10:00,CLI-0294,La Libertad,tienda,Teclado,7,2782.34,media
VEN-00570,2026-02-18 15:10:00,CLI-0217,Piura,tienda,Teclado,8,2201.89,media
VEN-00594,2026-02-20 19:09:00,CLI-0148,Lima,web,Laptop,3,3619.9,media
VEN-00585,2026-02-22 21:04:00,CLI-0175,Arequipa,app,Impresora,5,427.73,media
VEN-00565,2026-02-23 07:12:00,CLI-0310,Piura,marketplace,SSD,2,5133.31,alta
VEN-00583,2026-03-05 02:14:00,CLI-0015,Junin,marketplace,Audifonos,2,1264.06,alta
VEN-00579,2026-03-10 19:30:00,CLI-0079,Arequipa,tienda,SSD,2,3989.7,baja
VEN-00597,2026-03-11 03:22:00,CLI-0117,Cusco,tienda,Mouse,2,610.8,baja
VEN-00584,2026-03-11 08:29:00,CLI-0121,Arequipa,marketplace,Mouse,5,3774.36,baja
VEN-00587,2026-03-12 18:49:00,CLI-0099,La Libertad,marketplace,Audifonos,5,1098.64,media
VEN-00595,2026-03-13 07:36:00,CLI-0104,Junin,marketplace,Router,2,5016.58,baja
VEN-00591,2026-03-13 10:16:00,CLI-0281,Arequipa,marketplace,Router,6,1499.51,media
VEN-00600,2026-03-24 04:19:00,CLI-0054,Junin,marketplace,Monitor,2,5309.1,media
VEN-00574,2026-03-27 05:48:00,CLI-0117,Junin,marketplace,Teclado,3,100.56,alta
VEN-00566,2026-03-27 11:43:00,CLI-0316,Cusco,marketplace,Impresora,3,656.07,media
VEN-00589,2026-04-01 14:33:00,CLI-0323,Cusco,tienda,Mouse,5,144.81,alta
VEN-00575,2026-04-06 07:22:00,CLI-0054,Lima,app,Monitor,5,2883.91,media
VEN-00593,2026-04-16 01:44:00,CLI-0176,Cusco,marketplace,Laptop,1,2528.28,media
VEN-00578,2026-05-13 12:44:00,CLI-0080,Cusco,web,SSD,3,556.07,baja
VEN-00590,2026-05-18 21:32:00,CLI-0026,La Libertad,web,Mouse,1,2898.36,baja
VEN-00576,2026-05-26 09:59:00,CLI-0273,La Libertad,tienda,Monitor,5,4031.34,alta
VEN-00561,2026-06-01 03:41:00,CLI-0009,Cusco,web,Mouse,7,3358.92,media
VEN-00588,2026-06-04 00:01:00,CLI-0177,Lima,marketplace,Audifonos,2,4775.37,alta
VEN-00592,2026-06-06 09:25:00,CLI-0268,Loreto,marketplace,SSD,2,2259.3,alta
VEN-00596,2026-06-08 03:21:00,CLI-0246,Arequipa,app,Monitor,1,4103.49,baja
VEN-00599,2026-06-13 02:41:00,CLI-0077,Cusco,app,Impresora,2,1856.66,alta
VEN-00586,2026-06-14 20:57:00,CLI-0240,Junin,marketplace,Teclado,6,2701.41,baja
VEN-00567,2026-06-15 10:05:00,CLI-0151,Junin,marketplace,Monitor,4,2581.05,baja
VEN-00572,2026-06-17 00:12:00,CLI-0338,Junin,web,Router,1,5047.7,baja
VEN-00009,2026-01-03 05:43:00,CLI-0279,Piura,web,Monitor,8,4498.35,alta
VEN-00017,2026-01-05 09:48:00,CLI-0277,Cusco,tienda,Audifonos,2,2715.49,baja
VEN-00038,2026-01-06 04:08:00,CLI-0082,Cusco,app,Laptop,2,2414.03,alta
VEN-00012,2026-01-07 08:17:00,CLI-0320,Cusco,web,Mouse,5,1968.6,baja
VEN-00001,2026-01-09 00:03:00,CLI-0345,Junin,web,Audifonos,8,1034.99,baja
VEN-00034,2026-01-09 02:07:00,CLI-0219,Lima,web,Impresora,2,4126.04,baja
VEN-00024,2026-01-15 21:30:00,CLI-0090,Junin,tienda,Monitor,1,3770.29,media
VEN-00018,2026-01-16 20:00:00,CLI-0337,Junin,web,Mouse,7,3014.32,baja
VEN-00022,2026-01-27 09:11:00,CLI-0014,Loreto,app,Laptop,2,3690.86,baja
VEN-00025,2026-02-02 07:50:00,CLI-0051,La Libertad,marketplace,Impresora,4,4922.6,media
VEN-00002,2026-02-04 19:50:00,CLI-0206,La Libertad,web,Monitor,5,2583.63,alta
VEN-00031,2026-02-15 14:25:00,CLI-0098,La Libertad,marketplace,Monitor,8,3369.52,baja
VEN-00015,2026-02-19 09:30:00,CLI-0134,La Libertad,tienda,Laptop,2,2075.86,alta
VEN-00016,2026-02-27 05:48:00,CLI-0022,Cusco,tienda,SSD,4,2963.22,baja
VEN-00003,2026-03-08 23:44:00,CLI-0057,Lima,tienda,Impresora,5,1648.78,baja
VEN-00010,2026-03-09 00:41:00,CLI-0028,La Libertad,marketplace,Audifonos,8,5240.38,alta
VEN-00013,2026-03-29 01:51:00,CLI-0037,Arequipa,app,Mouse,7,270.67,alta
VEN-00037,2026-03-30 12:02:00,CLI-0265,Junin,marketplace,Monitor,4,3099.43,baja
VEN-00027,2026-04-07 09:00:00,CLI-0306,Loreto,web,SSD,3,1725.85,media
VEN-00006,2026-04-12 06:23:00,CLI-0224,Cusco,app,Teclado,1,5183.37,media
VEN-00028,2026-04-22 11:13:00,CLI-0173,Lima,marketplace,Router,4,3735.25,alta
VEN-00023,2026-04-23 11:16:00,CLI-0100,Junin,tienda,Teclado,3,4269.8,alta
VEN-00019,2026-04-25 20:22:00,CLI-0142,Lima,tienda,Laptop,4,760.3,alta
VEN-00014,2026-04-30 00:40:00,CLI-0060,Lima,tienda,Audifonos,3,1572.03,alta
VEN-00007,2026-05-06 03:34:00,CLI-0143,Cusco,tienda,SSD,7,478.32,baja
VEN-00021,2026-05-11 02:50:00,CLI-0257,Junin,app,Laptop,7,455.57,baja
VEN-00033,2026-05-11 15:08:00,CLI-0067,Piura,marketplace,SSD,7,3066.59,alta
VEN-00005,2026-05-13 07:16:00,CLI-0203,Loreto,app,Teclado,6,3908.77,media
VEN-00039,2026-05-15 17:27:00,CLI-0181,Junin,app,Audifonos,6,4815.25,alta
VEN-00029,2026-05-24 08:12:00,CLI-0046,Piura,tienda,Impresora,3,4846.59,alta
VEN-00032,2026-05-25 09:56:00,CLI-0273,Cusco,app,Laptop,7,2130.52,alta
VEN-00008,2026-05-31 04:39:00,CLI-0007,Lima,tienda,Monitor,5,5245.33,baja
VEN-00035,2026-05-31 09:24:00,CLI-0049,La Libertad,marketplace,Router,2,426.62,baja
VEN-00011,2026-06-04 23:09:00,CLI-0253,Junin,app,Monitor,1,588.44,alta
VEN-00026,2026-06-05 07:25:00,CLI-0182,Arequipa,marketplace,SSD,4,759.71,baja
VEN-00036,2026-06-08 21:04:00,CLI-0266,Piura,tienda,Teclado,3,3309.94,media
VEN-00004,2026-06-10 16:29:00,CLI-0138,Lima,marketplace,Impresora,3,3564.22,alta
VEN-00020,2026-06-11 07:18:00,CLI-0259,Piura,tienda,Teclado,5,4242.46,alta
VEN-00040,2026-06-12 14:01:00,CLI-0336,Arequipa,app,Monitor,4,2714.42,alta
VEN-00030,2026-06-21 02:08:00,CLI-0348,Lima,web,Mouse,4,2179.26,media
VEN-00664,2026-01-09 05:48:00,CLI-0163,Piura,tienda,Laptop,2,1614.39,baja
VEN-00659,2026-01-13 18:37:00,CLI-0056,Junin,tienda,Laptop,7,2089.9,alta
VEN-00655,2026-01-16 19:27:00,CLI-0319,Junin,marketplace,Teclado,1,659.67,media
VEN-00645,2026-01-19 02:43:00,CLI-0016,Piura,web,Router,4,4160.6,baja
VEN-00649,2026-01-24 10:36:00,CLI-0099,La Libertad,marketplace,Teclado,3,1983.28,alta
VEN-00674,2026-01-28 13:07:00,CLI-0119,Lima,tienda,Monitor,3,3746.69,baja
VEN-00663,2026-02-07 01:03:00,CLI-0025,La Libertad,web,Monitor,4,2348.51,alta
VEN-00668,2026-03-01 01:07:00,CLI-0031,Junin,web,Mouse,4,3899.08,media
VEN-00646,2026-03-01 03:47:00,CLI-0328,Piura,marketplace,Mouse,5,3230.37,baja
VEN-00660,2026-03-03 05:10:00,CLI-0154,Junin,app,Router,8,1358.93,baja
VEN-00667,2026-03-03 06:28:00,CLI-0246,La Libertad,marketplace,Impresora,4,3891.38,media
VEN-00654,2026-03-06 01:21:00,CLI-0246,La Libertad,app,Monitor,5,137.1,baja
VEN-00653,2026-03-08 19:22:00,CLI-0239,Cusco,app,Audifonos,2,2971.72,baja
VEN-00666,2026-03-09 02:58:00,CLI-0211,La Libertad,tienda,Audifonos,4,3546.99,media
VEN-00662,2026-03-09 10:24:00,CLI-0117,Piura,marketplace,SSD,7,3675.16,baja
VEN-00651,2026-03-10 03:24:00,CLI-0139,Junin,tienda,SSD,1,4026.98,media
VEN-00658,2026-03-12 23:47:00,CLI-0226,Piura,tienda,Laptop,7,809.43,media
VEN-00656,2026-03-20 05:15:00,CLI-0218,La Libertad,app,Impresora,7,4243.45,media
VEN-00680,2026-03-22 06:08:00,CLI-0069,Piura,tienda,Mouse,8,474.56,alta
VEN-00676,2026-03-23 21:56:00,CLI-0273,Lima,web,Audifonos,2,319.28,alta
VEN-00679,2026-03-27 10:08:00,CLI-0226,Loreto,web,Laptop,7,1173.46,alta
VEN-00677,2026-04-04 10:10:00,CLI-0228,Lima,marketplace,Router,3,3458.03,baja
VEN-00661,2026-04-11 23:14:00,CLI-0026,Lima,web,Impresora,4,662.3,media
VEN-00673,2026-05-02 10:21:00,CLI-0083,Piura,marketplace,Monitor,4,4204.09,baja
VEN-00652,2026-05-05 09:24:00,CLI-0107,Piura,app,Monitor,7,5380.42,baja
VEN-00647,2026-05-05 19:12:00,CLI-0016,Cusco,marketplace,Laptop,7,1642.6,alta
VEN-00642,2026-05-06 21:26:00,CLI-0157,Piura,web,Monitor,4,4538.11,alta
VEN-00669,2026-05-07 18:34:00,CLI-0202,Junin,marketplace,SSD,6,1174.24,baja
VEN-00644,2026-05-09 00:19:00,CLI-0018,Lima,marketplace,Laptop,7,4067.82,media
VEN-00641,2026-05-14 20:08:00,CLI-0089,Arequipa,app,Teclado,5,1630.46,alta
VEN-00671,2026-05-16 02:30:00,CLI-0277,Lima,marketplace,Mouse,5,2380.41,media
VEN-00650,2026-05-19 08:46:00,CLI-0030,Piura,app,Router,6,2908.33,media
VEN-00665,2026-05-20 13:47:00,CLI-0241,La Libertad,web,Mouse,8,1252.08,media
VEN-00643,2026-05-20 19:06:00,CLI-0143,Cusco,web,Impresora,7,333.67,media
VEN-00672,2026-05-21 06:37:00,CLI-0321,La Libertad,app,SSD,5,661.47,alta
VEN-00670,2026-05-21 17:33:00,CLI-0065,Piura,marketplace,SSD,5,4221.58,media
VEN-00648,2026-05-27 04:30:00,CLI-0311,Lima,tienda,Impresora,2,4350.11,alta
VEN-00657,2026-06-21 05:55:00,CLI-0300,Junin,marketplace,Audifonos,6,5284.72,baja
VEN-00678,2026-06-27 17:23:00,CLI-0184,Loreto,web,Router,1,1281.11,baja
VEN-00675,2026-06-30 03:28:00,CLI-0097,Lima,marketplace,Impresora,8,1129.39,alta
VEN-00201,2026-01-03 07:29:00,CLI-0305,La Libertad,tienda,Mouse,6,425.44,baja
VEN-00202,2026-01-10 01:58:00,CLI-0077,Junin,web,Mouse,3,4393.64,media
VEN-00228,2026-01-11 09:04:00,CLI-0123,Loreto,tienda,Teclado,6,785.24,baja
VEN-00204,2026-01-11 19:55:00,CLI-0037,Junin,marketplace,Router,5,3062.27,media
VEN-00233,2026-01-12 08:01:00,CLI-0191,Arequipa,tienda,Audifonos,7,3228.26,media
VEN-00213,2026-01-12 17:04:00,CLI-0041,Loreto,tienda,Router,4,3774.04,baja
VEN-00235,2026-01-27 15:46:00,CLI-0269,Loreto,app,Laptop,5,4159.1,alta
VEN-00223,2026-02-07 17:46:00,CLI-0042,La Libertad,tienda,Laptop,6,151.04,media
VEN-00217,2026-02-12 15:10:00,CLI-0186,Lima,web,Impresora,8,1192.7,baja
VEN-00209,2026-02-17 21:21:00,CLI-0044,Loreto,marketplace,SSD,7,4588.44,alta
VEN-00205,2026-02-23 06:24:00,CLI-0234,Loreto,web,Audifonos,3,684.41,alta
VEN-00240,2026-02-24 08:56:00,CLI-0283,Loreto,app,Teclado,7,1139.65,alta
VEN-00221,2026-02-24 15:42:00,CLI-0169,La Libertad,tienda,Mouse,3,3020.3,media
VEN-00234,2026-02-26 17:13:00,CLI-0142,Arequipa,app,Laptop,5,5369.84,alta
VEN-00236,2026-02-26 20:12:00,CLI-0037,Cusco,marketplace,Mouse,5,3276.6,baja
VEN-00222,2026-03-11 05:18:00,CLI-0152,Cusco,marketplace,Laptop,4,1297.18,media
VEN-00231,2026-03-13 18:40:00,CLI-0302,Junin,web,Monitor,3,4436.35,media
VEN-00203,2026-03-27 01:48:00,CLI-0306,Cusco,tienda,Laptop,4,833.67,alta
VEN-00212,2026-03-30 18:18:00,CLI-0074,Cusco,marketplace,Impresora,1,2705.6,media
VEN-00215,2026-03-31 11:40:00,CLI-0146,Junin,web,Monitor,4,4193.39,media
VEN-00207,2026-04-02 02:57:00,CLI-0173,Cusco,app,Mouse,5,4412.62,alta
VEN-00224,2026-04-02 05:25:00,CLI-0023,Loreto,app,Audifonos,5,759.81,media
VEN-00211,2026-04-04 02:34:00,CLI-0068,Loreto,app,Laptop,8,2826.22,baja
VEN-00210,2026-04-09 19:09:00,CLI-0110,Arequipa,marketplace,Impresora,8,1008.68,alta
VEN-00208,2026-04-11 16:41:00,CLI-0205,Piura,app,Mouse,4,566.03,alta
VEN-00232,2026-04-16 14:32:00,CLI-0057,Lima,marketplace,Mouse,7,4325.35,media
VEN-00219,2026-04-17 03:08:00,CLI-0058,Junin,web,Teclado,4,3332.3,alta
VEN-00220,2026-04-19 08:40:00,CLI-0130,La Libertad,web,Mouse,2,1568.3,media
VEN-00227,2026-04-27 08:37:00,CLI-0122,La Libertad,web,Router,5,2987.68,baja
VEN-00237,2026-05-02 20:51:00,CLI-0120,Lima,web,Impresora,7,871.69,media
VEN-00226,2026-05-09 16:06:00,CLI-0132,Junin,marketplace,Laptop,7,3278.31,media
VEN-00230,2026-05-11 11:55:00,CLI-0200,Junin,app,Mouse,5,663.65,baja
VEN-00216,2026-05-12 10:15:00,CLI-0281,Junin,tienda,Monitor,5,2094.94,media
VEN-00239,2026-05-21 04:05:00,CLI-0197,Junin,tienda,Teclado,2,1309.11,media
VEN-00214,2026-05-23 04:39:00,CLI-0133,Cusco,marketplace,Laptop,7,3706.97,baja
VEN-00229,2026-05-25 04:16:00,CLI-0268,Junin,marketplace,Laptop,6,1129.71,media
VEN-00206,2026-06-01 10:13:00,CLI-0212,Loreto,web,Mouse,1,4700.82,alta
VEN-00218,2026-06-16 09:32:00,CLI-0153,La Libertad,marketplace,Monitor,6,1222.98,media
VEN-00225,2026-06-18 21:11:00,CLI-0253,Lima,marketplace,Mouse,3,2675.84,alta
VEN-00238,2026-06-26 04:07:00,CLI-0324,Piura,marketplace,Impresora,4,3975.42,alta
VEN-00248,2026-01-09 19:53:00,CLI-0268,Piura,marketplace,Impresora,5,939.35,media
VEN-00263,2026-02-03 11:27:00,CLI-0231,Loreto,web,Monitor,2,2237.31,media
VEN-00278,2026-02-05 13:10:00,CLI-0193,Loreto,app,SSD,1,2060.97,media
VEN-00270,2026-02-09 07:21:00,CLI-0036,La Libertad,app,Monitor,2,1790.58,baja
VEN-00277,2026-02-10 13:10:00,CLI-0009,Piura,web,Router,1,1204.33,baja
VEN-00244,2026-02-11 14:29:00,CLI-0053,Junin,web,Laptop,7,3135.25,baja
VEN-00257,2026-02-12 02:52:00,CLI-0177,Junin,app,Impresora,3,1928.07,alta
VEN-00279,2026-02-20 08:50:00,CLI-0310,Lima,web,Router,6,3935.33,alta
VEN-00249,2026-02-25 02:50:00,CLI-0058,Arequipa,web,Router,4,3065.98,baja
VEN-00241,2026-03-01 16:19:00,CLI-0086,Junin,web,Impresora,7,1401.33,alta
VEN-00258,2026-03-04 01:03:00,CLI-0192,Arequipa,web,Monitor,4,5211.36,alta
VEN-00276,2026-03-07 13:32:00,CLI-0196,Piura,marketplace,Laptop,8,2710.01,alta
VEN-00255,2026-03-09 21:42:00,CLI-0277,Junin,tienda,Monitor,8,3564.42,alta
VEN-00267,2026-03-10 16:19:00,CLI-0120,Arequipa,web,Mouse,3,2611.74,baja
VEN-00275,2026-03-17 03:51:00,CLI-0205,Arequipa,app,Mouse,7,2485.82,media
VEN-00271,2026-03-20 10:04:00,CLI-0152,La Libertad,web,Impresora,5,5475.06,baja
VEN-00264,2026-03-24 04:01:00,CLI-0288,Junin,web,Teclado,5,1755.95,baja
VEN-00268,2026-03-26 16:57:00,CLI-0035,Arequipa,web,Monitor,1,1224.1,media
VEN-00266,2026-03-26 18:25:00,CLI-0025,Lima,marketplace,Router,8,2704.45,media
VEN-00250,2026-03-28 13:57:00,CLI-0054,Junin,tienda,Audifonos,3,620.47,baja
VEN-00243,2026-03-28 14:53:00,CLI-0187,La Libertad,marketplace,Monitor,6,2733.49,alta
VEN-00252,2026-03-31 04:12:00,CLI-0225,Lima,tienda,Impresora,6,3275.98,media
VEN-00265,2026-04-08 19:52:00,CLI-0190,Arequipa,marketplace,Mouse,2,5437.13,baja
VEN-00242,2026-04-16 01:27:00,CLI-0326,Junin,tienda,Impresora,4,2541.35,media
VEN-00273,2026-04-22 18:06:00,CLI-0179,Cusco,app,Impresora,6,3076.35,baja
VEN-00262,2026-05-01 18:31:00,CLI-0078,Arequipa,app,Audifonos,5,774.02,media
VEN-00280,2026-05-02 21:22:00,CLI-0296,La Libertad,web,Laptop,2,942.12,baja
VEN-00253,2026-05-08 02:03:00,CLI-0294,Loreto,marketplace,Router,5,3578.45,baja
VEN-00245,2026-05-09 16:21:00,CLI-0120,Junin,tienda,SSD,6,1471.07,baja
VEN-00251,2026-05-14 19:49:00,CLI-0164,La Libertad,app,Router,2,829.51,media
VEN-00254,2026-05-27 08:27:00,CLI-0200,Junin,web,Router,4,5497.19,alta
VEN-00260,2026-05-30 23:48:00,CLI-0224,Junin,marketplace,Impresora,5,855.97,baja
VEN-00259,2026-06-01 19:26:00,CLI-0075,Cusco,tienda,Impresora,5,53.82,media
VEN-00261,2026-06-04 00:30:00,CLI-0019,Lima,app,Impresora,4,2967.64,baja
VEN-00274,2026-06-04 12:17:00,CLI-0269,Lima,marketplace,Mouse,7,747.31,baja
VEN-00272,2026-06-10 09:39:00,CLI-0273,Loreto,web,Router,6,2034.49,media
VEN-00256,2026-06-12 00:19:00,CLI-0150,Arequipa,web,SSD,2,1253.79,baja
VEN-00269,2026-06-15 02:13:00,CLI-0259,Arequipa,marketplace,SSD,3,4184.82,alta
VEN-00247,2026-06-17 10:19:00,CLI-0121,La Libertad,tienda,SSD,2,4405.14,baja
VEN-00246,2026-06-27 09:58:00,CLI-0028,Piura,app,SSD,8,1181.14,media
VEN-00520,2026-01-07 03:05:00,CLI-0109,Piura,tienda,Router,2,1360.13,alta
VEN-00502,2026-01-24 22:47:00,CLI-0105,La Libertad,marketplace,Mouse,4,1584.06,media
VEN-00513,2026-02-02 20:46:00,CLI-0061,Loreto,marketplace,Teclado,4,4034.73,alta
VEN-00518,2026-02-05 02:24:00,CLI-0105,Arequipa,app,Laptop,7,2359.05,alta
